Hugo_Symbol	Entrez_Gene_Id	GTEX-13NYB-1726-SM-5N9G2	GTEX-QDVN-1626-SM-48TZC	GTEX-ZYT6-2226-SM-5GIC9	GTEX-11TTK-1926-SM-5PNW8	GTEX-ZC5H-1726-SM-5HL7X	GTEX-ZVZP-0926-SM-5GIDB	GTEX-P4QS-1126-SM-3NMD5	GTEX-RN64-1626-SM-48FD7	GTEX-ZYFG-1626-SM-5GZYY	GTEX-N7MS-1626-SM-3LK5F	GTEX-13OW6-1826-SM-5N9F9	GTEX-T5JC-1526-SM-4DM68	GTEX-ZLFU-0926-SM-5P9F8	GTEX-1497J-0826-SM-5NQAJ	GTEX-13112-2126-SM-5GCO4	GTEX-UPIC-1126-SM-4IHLO	GTEX-145MN-0326-SM-5QGQI	GTEX-13O1R-2526-SM-5N9FW	GTEX-11GS4-2326-SM-5A5KS	GTEX-13OVI-1126-SM-5KLZF	GTEX-XPVG-0526-SM-4B65N	GTEX-13OVL-1826-SM-5KLZR	GTEX-QLQW-1626-SM-4R1K1	GTEX-12696-0926-SM-5FQTV	GTEX-1399S-0526-SM-5IJG8	GTEX-147F4-2626-SM-5Q5CS	GTEX-13RTJ-2226-SM-5S2Q1	GTEX-Y5V6-2026-SM-5IFHO	GTEX-NPJ8-2226-SM-3TW8D	GTEX-11OF3-1326-SM-5N9FJ	GTEX-ZYFD-1526-SM-5NQ7T	GTEX-12WSG-0826-SM-5EQ5A
ZBBX	79740	2.68	2.43	16.15	32.13	5.54	3.59	1.35	32.82	18.56	0	3.32	0.87	20.86	2.63	15.22	8.92	26.28	7.88	2.48	3.35	8.78	70.51	17.13	8.99	9.06	24.46	7.4	4.35	24.63	17.13	0	2.36
CCDC42	146849	2.1	0	0	3.56	0	4.21	0	7.4	0.67	5.28	2.05	4.78	3.14	0	1.35	0	2.89	0	0.93	1	3.79	3.26	2.07	7	1.66	2.05	0	0	1.2	0	4.74	0
TAAR8	83551	0	2.66	0	0	0	0	0	1.93	0	0	0	0	0.73	1.04	0	0	0	0	0	0	0.8	0	0	0	0	0	0	1.1	0	0	1.95	0
NR2C2AP	126382	251.48	275.28	341.51	327.56	212.78	363.56	204.07	246.28	318.57	379.04	187.71	194.36	297.17	193.01	307.69	327.56	215.77	353.59	255	285.03	249.73	271.48	599.49	281.09	314.17	363.56	476.71	176.29	547.75	249.73	400.71	218.79
SMIM21	284274	0.85	0	0	0	0	0	0.99	0	0	0	0.84	0.37	0.53	0	1.08	0	0	0	0	0.56	0	0.67	0	0	0	0.29	0	0	0	0	0	1.2
KCNH1	3756	0	0	1.69	6.41	3.29	1.77	2.97	4.78	2.61	3.14	0	0	2.48	3.53	4.39	1.75	3.35	0	8.51	29.48	4.46	5.15	3.56	8.78	2.58	5.41	10.16	0	2.41	5.19	0	1.85
RHBDL2	54933	42.71	15.68	14.24	15	19.53	8	15.11	24.99	69.03	5.45	8.58	7.46	22.1	15.22	22.75	5.82	41.52	43.94	28.86	29.7	28.24	32.82	98.04	9.85	24.99	108.14	17	41.52	23.42	49.91	15.34	12.64
SMURF2	64750	265.87	91.41	314.17	376.41	191.67	201.25	111.99	507.46	178.77	201.25	195.72	289.02	228.13	237.86	361.04	336.79	144.01	567.1	295.11	381.68	212.78	403.5	220.32	395.18	244.57	384.34	264.03	121.79	289.02	156.59	271.48	223.41
ZNF222	7673	38.12	43.32	80.01	187.71	67.59	56.68	37.05	85.22	73.03	45.85	62.56	85.22	109.66	57.49	116.78	63.45	59.13	211.31	94.01	87.65	65.26	145.02	81.14	55.1	91.41	122.64	69.52	32.59	80.01	61.68	224.97	51.35
CNGA1	1259	173.85	86.43	1477.58	183.82	115.16	218.79	28.24	738.29	224.97	125.24	194.36	18.84	108.14	85.22	201.25	82.29	112.77	19.53	423.61	438.59	37.59	89.51	31	105.89	155.5	289.02	121.79	31.22	412	100.83	10.96	42.71
DYM	54808	921.88	567.1	669.92	1250.98	642.59	486.75	486.75	718.08	660.68	1561.89	743.43	547.75	555.41	441.64	890.44	575.03	543.96	373.81	698.41	718.08	587.13	559.28	575.03	595.34	559.28	854.13	660.68	514.56	890.44	693.58	457.25	476.71
GALNT6	11226	44.25	106.63	283.05	103.69	88.88	241.19	134.3	334.46	361.04	95.34	24.81	27.64	193.01	105.89	275.28	264.03	348.71	138.1	153.34	166.73	103.69	206.94	279.14	325.29	251.48	102.25	105.89	81.14	74.06	69.52	20.26	158.79
CTTNBP2NL	55917	161.02	217.27	102.25	536.45	236.21	414.87	194.36	624.99	381.68	98.04	236.21	120.94	305.55	291.04	236.21	325.29	279.14	312	555.41	728.11	500.46	314.17	493.56	241.19	309.83	529.06	194.36	204.07	287.01	113.56	208.38	435.55
PFKFB2	5208	518.15	2209.26	147.06	249.73	599.49	229.72	1709.26	88.88	921.88	214.27	329.84	988.12	363.56	878.17	133.36	775.05	708.18	543.96	616.37	603.67	1030.12	215.77	540.19	543.96	211.31	201.25	145.02	2104.58	187.71	293.07	291.04	1088.92
PRKCI	5584	316.37	190.34	759.08	521.76	836.53	432.53	212.78	796.86	395.18	191.67	435.55	309.83	444.72	457.25	529.06	473.41	336.79	417.77	447.82	463.65	403.5	660.68	423.61	703.28	297.17	470.14	420.68	301.33	205.5	287.01	684.02	444.72
MAGED1	9500	2148.82	2520.38	2875.3	1359.57	1407.55	3515.68	1936.53	2537.92	3303	2032.85	1457.23	1277.29	3467.27	1697.45	2047	2537.92	2520.38	1674.06	2061.24	2240.11	2701.35	2255.7	2591.27	2758.13	2816.11	2351.53	1832.01	2555.58	733.19	2664.15	656.11	1844.76
ACOT4	122970	759.08	336.79	64.8	29.7	141.02	123.5	473.41	26.47	164.42	555.41	246.28	182.55	122.64	358.54	62.56	136.19	246.28	132.44	127	175.07	301.33	80.01	185.11	43.02	100.13	57.08	166.73	426.57	55.49	376.41	11.47	136.19
DHCR7	1717	473.41	1277.29	373.81	417.77	511	836.53	1447.15	283.05	1378.57	312	293.07	941.27	432.53	483.38	343.89	1322.37	1437.15	780.44	1605.83	785.88	915.51	529.06	1733.13	759.08	728.11	529.06	384.34	1304.15	161.02	438.59	620.67	872.1
RNLS	55328	1529.73	363.56	796.86	249.73	476.71	417.77	748.61	293.07	651.58	2875.3	1096.5	521.76	392.44	295.11	579.04	480.04	532.74	214.27	540.19	256.78	808	718.08	698.41	514.56	279.14	503.95	551.56	981.29	194.36	1059.11	220.32	738.29
QRICH2	84074	21.47	12.64	32.13	5.36	55.1	13.93	10.08	24.11	21.32	16.03	10.96	16.63	32.13	19.11	88.88	23.76	12.45	4.7	11.55	12.64	15.8	79.45	7.28	18.84	20.26	18.03	13.72	9.41	127	12.93	59.97	15.11
CCDC148	130940	111.99	93.35	368.65	138.1	59.97	131.51	77.25	237.86	111.99	82.87	218.79	110.43	65.26	119.26	392.44	234.57	141.02	4.13	167.9	76.17	143.01	363.56	50.27	72.01	51.71	157.68	75.11	99.43	51.71	205.5	105.89	62.12
MESDC2	23184	312	555.41	463.65	571.05	567.1	536.45	616.37	454.09	647.07	264.03	314.17	417.77	497	612.11	536.45	400.71	575.03	460.44	490.14	595.34	536.45	444.72	575.03	563.18	575.03	629.35	490.14	595.34	356.05	358.54	403.5	420.68
FAM155A	728215	5.96	0.52	44.89	30.56	2.27	20.71	5.68	8.13	57.49	6.46	2.63	1.99	17.51	6.62	42.41	31.9	23.76	23.25	66.65	25.54	47.5	10.88	64.8	26.47	18.97	155.5	8.92	2.39	5.96	5.11	15	20.56
KLRC3	3823	0.36	0.69	1.38	1.27	0	3.03	0.2	0.87	0.57	0	3.17	0	3.79	2.48	2.66	1.97	0	0	0	11.21	0	0	1.07	0	2.61	3.2	3.59	1.3	11.73	0.77	0	0
OTUB2	78990	23.93	34.51	36.79	9.13	17	25.35	27.05	40.64	22.43	42.71	32.59	15.45	22.26	30.12	58.3	33.06	18.97	21.01	26.1	17.9	50.98	23.76	94.67	28.86	38.67	26.1	18.16	48.87	18.03	53.95	14.35	9.63
DYNC2H1	79659	279.14	212.78	684.02	253.23	258.57	285.03	150.17	312	450.94	154.42	353.59	136.19	395.18	204.07	728.11	312	348.71	129.69	320.8	583.07	423.61	412	232.94	102.97	295.11	571.05	295.11	314.17	356.05	309.83	194.36	450.94
POLR2D	5433	199.85	183.82	170.25	275.28	217.27	256.78	204.07	255	281.09	303.44	172.65	353.59	244.57	186.4	183.82	279.14	218.79	327.56	202.66	180.02	281.09	124.37	579.04	181.28	346.29	248	312	190.34	417.77	165.57	373.81	264.03
PSEN2	5664	490.14	341.51	332.14	171.45	314.17	397.93	728.11	555.41	441.64	320.8	529.06	189.02	325.29	518.15	457.25	525.39	603.67	339.14	785.88	555.41	555.41	371.22	389.72	435.55	583.07	387.02	624.99	480.04	371.22	599.49	318.57	603.67
GTF2A1	2957	301.33	289.02	285.03	249.73	148.09	285.03	218.79	483.38	432.53	295.11	361.04	145.02	438.59	329.84	363.56	260.38	297.17	204.07	444.72	703.28	353.59	503.95	457.25	379.04	323.03	514.56	312	281.09	187.71	277.2	176.29	267.73
TMEM201	199953	127	190.34	371.22	96.01	142.01	265.87	242.88	363.56	293.07	88.88	165.57	102.97	232.94	215.77	379.04	303.44	242.88	198.47	265.87	189.02	178.77	318.57	320.8	334.46	253.23	211.31	189.02	215.77	159.9	178.77	189.02	223.41
PTH	5741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46	0	0	0	0	0	0	0	0
KHDC1L	100129128	0	0	0	1.33	2.14	3.56	0	3.26	4.28	0	0	1.97	6.01	0	0	0	0	1.73	1.19	3.79	1.33	2.1	0	0	1.06	0	4.43	0	0	1.77	0	0
PCSK1N	27344	2485.67	9215.48	1081.39	1340.84	4736.79	1277.29	1697.45	171.45	503.95	348.71	1832.01	51775.15	1617	7911.95	2367.9	802.41	8538.88	480.04	872.1	303.44	3820.7	2133.97	813.63	915.51	212.78	941.27	1331.57	1936.53	24.63	1250.98	149.12	15607.02
KLHL24	54800	389.72	358.54	432.53	1051.79	460.44	423.61	242.88	842.36	532.74	237.86	536.45	361.04	500.46	414.87	406.31	567.1	447.82	312	656.11	1111.82	543.96	633.73	503.95	450.94	444.72	575.03	358.54	406.31	206.94	289.02	366.09	902.89
RP11-680G10.1	0	0	0	0	0	11.47	0	6.31	31.45	0	22.59	0	0	0	9.34	0	0	0	0	8.85	8.45	0	0	11.55	10.24	7.51	0	0	11.73	0	0	0	0
SPRYD3	84926	921.88	981.29	1183.45	921.88	941.27	1819.35	1359.57	961.07	1397.83	1127.35	642.59	607.87	1572.76	1457.23	1119.56	1651	1605.83	693.58	1208.34	1111.82	1359.57	961.07	1304.15	1286.18	1685.71	1388.16	1216.75	1250.98	802.41	1030.12	633.73	866.07
RXRG	6258	8.32	6.21	11.55	24.46	4.78	7.4	3.47	4.13	7.57	13.12	8.13	5.45	5.63	3.63	4.35	5.28	4.1	0	2.46	4.74	12.27	52.82	2.81	1.13	36.53	48.52	3.96	2.01	0.13	7.22	0.87	3.17
LAGE3	8270	507.46	392.44	743.43	248	281.09	301.33	248	373.81	356.05	1183.45	348.71	260.38	507.46	157.68	450.94	329.84	348.71	165.57	295.11	175.07	223.41	500.46	397.93	287.01	371.22	229.72	356.05	438.59	339.14	616.37	159.9	303.44
ATHL1	80162	157.68	232.94	248	563.18	96.68	961.07	65.26	5219.6	291.04	47.17	11.82	44.57	309.83	42.71	1628.26	117.6	426.57	26.28	171.45	201.25	90.77	348.71	31	208.38	239.52	591.22	251.48	24.28	3124.78	59.97	148.09	176.29
LMO7	4008	1044.52	1498.22	2609.3	1628.26	1268.46	3190.46	1088.92	5366.37	3018.3	759.08	2047	860.08	2555.58	1806.78	3901.01	2400.97	2163.77	947.83	2434.5	3419.52	1844.76	3540.14	1883.54	3235.01	1936.53	2163.77	1233.75	1844.76	343.89	1135.2	769.69	2004.85
CNGA4	1262	1.31	5.59	6.73	2.36	2.12	5.11	1.17	7.63	3.47	0	3.86	3.99	1.99	4.28	28.04	6.16	5.19	0	5.28	5.87	4.28	11.55	5.06	18.43	3.63	6.26	2.92	0.95	1.66	1.51	2.39	5.45
BSPRY	54836	802.41	395.18	1529.73	361.04	420.68	262.2	651.58	146.03	759.08	591.22	110.43	457.25	262.2	563.18	775.05	409.15	463.65	395.18	738.29	101.54	412	884.29	211.31	575.03	59.97	575.03	1066.48	483.38	223.41	329.84	229.72	607.87
MTTP	4547	221.86	124.37	50.63	0	186.4	28.65	414.87	8.51	35.76	201.25	239.52	318.57	45.53	336.79	30.78	100.83	226.54	28.86	50.98	159.9	139.07	118.43	60.39	40.36	24.46	34.26	24.81	616.37	98.73	53.95	11.3	120.1
TMEM9B	56674	1467.37	1407.55	2502.97	1477.58	921.88	1977.24	2209.26	1529.73	2609.3	1030.12	1605.83	866.07	1923.14	2240.11	1923.14	1397.83	2303.12	1277.29	2047	1477.58	1369.04	2004.85	1685.71	2915.45	1806.78	2758.13	2367.9	2004.85	988.12	1697.45	1709.26	2178.83
LY6G6F	259215	0	0	0	0	3.76	0	0.42	0	0	0	0	0.87	0	0.71	0	0	1.69	2.34	0.72	1.75	0.85	0	0.87	0	0	0.69	0	0	1.6	0	0	0
NUP205	23165	320.8	351.14	473.41	698.41	392.44	490.14	438.59	507.46	579.04	236.21	429.54	384.34	500.46	332.14	500.46	435.55	426.57	603.67	406.31	497	438.59	473.41	656.11	599.49	563.18	521.76	403.5	447.82	303.44	351.14	470.14	447.82
UBL3	5412	1295.13	318.57	1369.04	1037.29	571.05	381.68	450.94	830.75	769.69	1844.76	1487.87	1111.82	532.74	463.65	961.07	420.68	651.58	591.22	1359.57	1225.22	536.45	2335.28	503.95	928.3	429.54	1167.14	995	733.19	447.82	954.43	785.88	836.53
LCE1C	353133	3.79	3.47	0	0	3.99	5.28	19.53	0	4.54	2.34	2.61	0	0	0	0	8.38	10.88	7.82	5.68	4.17	1.75	6.89	6.67	2.1	1.69	10.96	0	3.82	0	0	0	0
CCNB2	9133	9.13	11.13	6.21	16.03	24.28	34.51	26.28	6.41	56.28	3.32	11.13	4.1	28.86	22.26	6.57	26.47	38.4	13.62	22.43	13.22	46.84	15.45	211.31	10	36.53	25.35	7.11	5.32	19.97	8.65	12.09	6.31
GDPD2	54857	1.19	17.13	2.89	47.5	4.13	57.08	13.62	27.44	29.48	5.41	11.21	2.68	12.74	7.28	5.15	8.85	13.93	2.73	8.45	19.97	19.25	5.06	4.35	3.79	11.82	68.55	27.25	9.06	3.56	18.97	2.76	9.13
PLEKHB1	58473	819.3	221.86	1697.45	473.41	1605.83	297.17	1030.12	1030.12	384.34	5403.7	1467.37	353.59	189.02	583.07	629.35	397.93	1088.92	85.22	1127.35	107.38	395.18	1733.13	429.54	221.86	265.87	275.28	2335.28	796.86	1447.15	2796.65	293.07	1561.89
C1ORF220	0	0	1.81	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	13.83	0	0	0	0	0	0	0	1.58	0
SRP9	6726	10808.41	3874.05	5479.15	4450.27	4358.66	3395.89	4704.07	3874.05	5441.3	10154.69	6792.79	5403.7	4123.49	4575.41	4095	4038.61	4903.87	4298.64	5711.87	4419.52	4419.52	6250.56	5255.91	4298.64	3794.3	5076.84	5219.6	4450.27	7382.04	6935.54	4937.99	5441.3
ZXDA	7789	26.86	48.52	62.56	33.78	41.81	56.68	53.19	154.42	86.43	33.06	42.71	25.72	56.68	56.28	77.25	62.56	66.65	35.76	46.18	141.02	78.34	70.01	85.82	47.17	71	76.71	41.52	38.4	22.1	46.5	33.54	68.55
GGNBP2	79893	599.49	785.88	620.67	1268.46	848.22	813.63	785.88	872.1	780.44	679.29	842.36	785.88	1073.91	915.51	713.11	785.88	733.19	1151.06	791.35	1447.15	1001.93	748.61	884.29	679.29	1159.07	928.3	775.05	647.07	1001.93	612.11	620.67	1001.93
HIST1H3J	8350	0	0	0	0	14.35	0	6.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.71	0	0	0	0	0	0
KRT85	3891	4.24	3.99	0	0	1.48	2.58	4.94	0	5.82	9.93	1.85	3.66	2.84	6.89	1.22	2.97	2.58	1.95	2.01	2.94	3.03	3.35	0.75	2.89	1.22	1	0	2.97	0	3.82	2.84	1.31
MFI2	4241	135.24	102.25	1104.13	156.59	111.99	103.69	69.03	2319.15	157.68	151.22	99.43	228.13	136.19	100.13	3794.3	96.68	389.72	119.26	111.99	198.47	74.58	4481.23	103.69	3018.3	348.71	68.07	96.01	44.57	164.42	232.94	76.17	100.83
LCN9	392399	0	0	0	0	0	0	0	0	0.4	0	0	0	1.03	0	0	0	0	0	0	0	0	0	0	0.39	0.57	0	0	0	0	0	0	0
BCL2L11	10018	486.75	281.09	237.86	373.81	170.25	318.57	260.38	381.68	303.44	665.29	351.14	397.93	723.08	191.67	483.38	305.55	329.84	195.72	872.1	713.11	246.28	511	309.83	204.07	603.67	429.54	392.44	231.32	332.14	205.5	201.25	255
GPR132	29933	15.91	27.64	156.59	59.55	61.68	80.01	12.55	74.58	94.67	46.84	29.27	19.82	146.03	31.45	128.79	142.01	49.56	49.56	234.57	142.01	62.56	171.45	31.45	96.01	111.21	64.8	27.25	11.82	43.63	27.25	41.22	23.93
TNFRSF10B	8795	253.23	470.14	202.66	915.51	647.07	473.41	460.44	521.76	417.77	127	316.37	583.07	435.55	525.39	289.02	559.28	454.09	1175.27	571.05	454.09	503.95	260.38	642.59	343.89	409.15	457.25	395.18	318.57	297.17	253.23	642.59	679.29
NPIPB11	728888	10.31	3.99	11.38	13.12	8.85	29.7	3.79	28.04	4.24	3.26	19.25	22.43	7.75	32.36	31.9	10.96	4.39	8.71	10.08	5.45	3.72	17.64	3.86	11.82	5.02	10.24	7.46	1.04	17.51	1.3	18.84	5.73
CARD9	64170	5.92	32.59	14.67	5.28	33.78	61.68	19.25	103.69	30.56	12.93	6.26	6.67	67.12	23.76	25.54	28.65	38.12	17.9	29.48	29.48	21.47	9.7	23.93	18.29	55.49	18.03	16.75	8.78	69.52	13.62	3.99	18.43
RBM4	5936	2271.4	2417.67	3018.3	2255.7	3982.99	3540.14	2758.13	2627.46	3146.52	3372.43	2075.59	2935.74	3146.52	2816.11	2701.35	2682.69	2915.45	2400.97	2796.65	2193.99	2701.35	2367.9	2895.31	2319.15	3280.18	2645.74	2915.45	3190.46	4937.99	2895.31	4769.75	2835.7
RP11-676J12.7	0	2.89	0.89	5.68	0.85	1.16	13.22	1.27	2.43	1.01	5.63	1.28	1.38	4.43	0	13.42	1.51	2.86	1.07	0.79	13.52	1.81	1.27	0	9.7	4.46	1.03	1.51	0	4.24	2.61	5.28	3.14
KBTBD2	25948	277.2	279.14	387.02	579.04	466.88	454.09	387.02	684.02	403.5	157.68	412	316.37	532.74	486.75	480.04	463.65	406.31	642.59	808	599.49	432.53	503.95	511	417.77	486.75	674.59	366.09	256.78	343.89	299.25	769.69	429.54
NYNRIN	57523	81.71	82.87	674.59	54.33	108.9	277.2	108.14	743.43	406.31	171.45	93.35	73.54	379.04	99.43	656.11	305.55	271.48	45.85	189.02	379.04	115.97	518.15	185.11	536.45	376.41	281.09	98.73	91.41	155.5	109.66	28.04	125.24
ARC	23237	571.05	17.64	126.12	19.53	34.51	30.34	20.71	363.56	44.25	26.1	417.77	11.38	29.48	19.82	320.8	43.94	103.69	22.26	77.25	14.56	41.22	264.03	43.32	76.71	55.1	21.16	105.15	38.12	118.43	23.76	21.63	20.56
WNK1	65125	1709.26	1467.37	1044.52	1096.5	2434.5	2240.11	4388.98	1936.53	2591.27	4481.23	5441.3	1733.13	1572.76	2720.15	1757.34	2400.97	2502.97	743.43	5219.6	5441.3	2502.97	1923.14	2875.3	1104.13	2796.65	3168.41	3039.3	6037.61	1806.78	3874.05	2287.2	3589.58
LPPR3	0	0.16	0.57	1.27	6.52	0	3.59	0.62	6.57	5.73	1.55	0.01	0	6.62	0	1.06	0	0.12	0	0	0.42	1.08	0.27	0.16	0.39	1.03	1.73	0.74	0	0	0.51	0.74	0
ZNF738	0	46.18	48.52	74.06	93.35	59.55	90.77	43.02	221.86	122.64	82.87	112.77	80.57	89.51	36.01	70.01	72.01	63	86.43	144.01	120.94	74.06	134.3	100.13	113.56	101.54	159.9	39.5	47.17	43.02	41.52	58.3	78.34
ZDHHC12	84885	521.76	1378.57	1242.34	384.34	713.11	1008.9	1143.1	599.49	1051.79	476.71	753.83	384.34	1605.83	1259.69	1023	1023	1662.49	624.99	728.11	693.58	1104.13	808	1896.65	1340.84	1088.92	738.29	836.53	1225.22	457.25	791.35	258.57	854.13
PARP14	54625	215.77	183.82	312	363.56	285.03	361.04	220.32	738.29	256.78	112.77	563.18	191.67	244.57	293.07	325.29	295.11	214.27	1561.89	387.02	603.67	229.72	412	358.54	381.68	417.77	624.99	246.28	180.02	229.72	149.12	599.49	341.51
LYPD6	130574	25.91	7.11	231.32	11.47	37.05	10.55	13.72	42.11	87.65	215.77	64.8	139.07	22.92	21.78	151.22	93.35	45.85	5.77	144.01	25.72	31.9	134.3	32.13	29.27	8.92	66.18	66.18	64.8	6.26	46.5	22.43	35.76
FLJ30594	0	0	0	0	1.62	0	0	0.48	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	1.28	0	0	0.85	0	0	0	0	0
FAM109B	150368	30.12	98.73	132.44	87.03	98.73	371.22	93.35	258.57	202.66	38.12	40.93	59.13	318.57	111.99	186.4	189.02	194.36	127.89	119.26	211.31	148.09	158.79	169.07	212.78	379.04	186.4	186.4	111.21	186.4	87.65	84.63	106.63
TIMM10	26519	2400.97	1295.13	2367.9	830.75	909.17	1030.12	1397.83	769.69	1617	3716.2	1151.06	1199.98	1304.15	1175.27	1359.57	1225.22	1216.75	1844.76	934.76	941.27	1208.34	954.43	1651	1617	1167.14	890.44	1242.34	1417.35	1605.83	2148.82	890.44	1340.84
ZNF787	126208	185.11	327.56	220.32	299.25	275.28	406.31	432.53	239.52	218.79	379.04	309.83	341.51	397.93	414.87	356.05	267.73	307.69	595.34	379.04	175.07	339.14	231.32	346.29	397.93	363.56	190.34	403.5	167.9	208.38	258.57	293.07	244.57
SLC4A5	57835	1.01	2.73	15.91	12.45	17	43.32	9.78	116.78	13.03	2.1	29.91	23.25	11.3	6.94	18.16	16.15	13.72	34.02	21.32	98.04	13.93	24.11	13.62	142.01	29.91	64.34	6.67	4.35	8.78	10.47	38.95	6.67
FBXO46	23403	99.43	142.01	129.69	90.77	144.01	186.4	140.04	358.54	176.29	76.71	125.24	99.43	182.55	175.07	256.78	269.6	165.57	105.89	185.11	143.01	158.79	202.66	155.5	148.09	187.71	186.4	118.43	115.97	140.04	113.56	148.09	139.07
NCS1	23413	269.6	1001.93	620.67	107.38	215.77	387.02	2178.83	169.07	536.45	470.14	255	281.09	332.14	2537.92	785.88	500.46	1685.71	373.81	136.19	167.9	480.04	607.87	713.11	571.05	234.57	154.42	122.64	1175.27	123.5	126.12	81.71	529.06
LIMS3L	96626	56.68	2.46	13.83	61.68	40.64	29.91	39.79	63.89	27.05	6.73	6.94	65.72	3.59	211.31	5.15	18.56	107.38	25.35	126.12	42.41	135.24	7.22	36.53	22.75	35.76	87.03	329.84	22.75	115.16	18.84	78.89	12.09
CLVS2	134829	0	0	0	0	0	0.92	1.14	3.79	0	1.28	0	0	0	0	0	0	0	0	0	0	0	6.31	0	0	0.84	0	0.87	0	0	0	0	5.59
GATA6	2627	12	28.24	25.91	113.56	27.44	138.1	49.91	68.55	101.54	11.47	18.84	75.11	232.94	20.71	73.54	35.25	88.26	27.64	97.36	108.14	65.26	42.71	93.35	66.65	185.11	120.1	191.67	28.04	92.05	9.56	246.28	18.43
TRIM74	378108	25.91	22.75	0.95	1.13	6.67	4.94	3.53	11.47	2.34	3.69	37.85	15.91	12.74	15.45	0.8	8	0	1.64	3.76	106.63	4.58	5.45	0	2.66	4.03	15.11	11.3	0.78	5.82	3.14	2.63	5.87
EPHB1	2047	8.78	16.75	91.41	39.5	11.04	145.02	23.08	43.32	76.17	12.93	10.16	38.67	68.55	12.18	167.9	82.87	49.56	124.37	97.36	82.29	44.25	56.68	89.51	64.8	84.63	32.59	29.06	10.39	19.68	14.67	6.46	18.97
TMEM5	10329	514.56	212.78	497	271.48	314.17	289.02	275.28	507.46	435.55	616.37	414.87	289.02	281.09	332.14	486.75	351.14	366.09	289.02	403.5	392.44	379.04	708.18	414.87	500.46	295.11	536.45	395.18	291.04	329.84	414.87	423.61	327.56
ZNF586	54807	165.57	78.89	142.01	205.5	93.35	82.29	143.01	88.88	113.56	180.02	186.4	115.16	122.64	92.05	108.9	102.97	175.07	70.01	140.04	128.79	116.78	163.28	88.88	40.36	116.78	242.88	127.89	104.42	267.73	144.01	85.22	107.38
RP11-307N16.6	0	7.69	1.95	0	2.39	0	4.1	1.99	4.94	3.32	10.31	3.32	8.38	0	3.35	0	3.99	9.13	0	0	2.56	0	4.58	0	3.17	0	4.78	10.88	4.21	6.21	5.73	9.56	0
CREB1	1385	429.54	157.68	249.73	1073.91	371.22	325.29	182.55	638.15	450.94	327.56	327.56	414.87	363.56	221.86	438.59	379.04	246.28	253.23	555.41	967.76	293.07	563.18	403.5	373.81	358.54	583.07	251.48	540.19	796.86	267.73	285.03	384.34
ABHD6	57406	559.28	1088.92	490.14	111.21	400.71	423.61	954.43	215.77	466.88	301.33	748.61	356.05	361.04	813.63	379.04	348.71	718.08	148.09	420.68	454.09	497	356.05	336.79	273.37	447.82	256.78	271.48	1498.22	260.38	379.04	90.77	507.46
LOXL1	4016	392.44	228.13	1030.12	397.93	343.89	2018.8	147.06	2997.45	387.02	476.71	295.11	223.41	3955.48	127	961.07	476.71	406.31	366.09	884.29	551.56	303.44	902.89	703.28	2209.26	1709.26	2047	486.75	133.36	785.88	808	785.88	186.4
BLOC1S1	2647	11112.3	5366.37	6037.61	3395.89	4769.75	4639.29	4802.93	2303.12	4419.52	15180.22	5441.3	5366.37	4802.93	4543.8	4328.55	3982.99	5711.87	3081.75	3982.99	3589.58	4736.79	4802.93	4298.64	3768.09	4419.52	3443.31	5995.9	5791.62	6561.36	8598.28	2609.3	4181.07
SRA1	10011	1073.91	791.35	830.75	703.28	579.04	665.29	587.13	525.39	728.11	1044.52	521.76	688.78	947.83	785.88	500.46	679.29	748.61	2367.9	728.11	435.55	616.37	575.03	684.02	1008.9	583.07	607.87	928.3	529.06	514.56	1044.52	507.46	698.41
PPP1R17	10842	0.79	0	0	0	0	9.27	0.89	0	0	0	0	1.89	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0.77	3.03	0	0	1.17	0	0
LARP6	55323	988.12	423.61	1594.73	642.59	420.68	438.59	258.57	1277.29	555.41	1697.45	934.76	314.17	660.68	656.11	878.17	723.08	579.04	1781.89	551.56	813.63	1081.39	785.88	842.36	1066.48	463.65	607.87	669.92	599.49	234.57	1369.04	483.38	896.64
ATAD5	79915	3.82	4.66	5.82	6.78	3.44	6.57	2.84	24.11	8.32	1.58	6.67	4.1	10.24	5.11	9.63	6.31	5.15	8.13	8.58	24.28	10.24	13.52	23.59	10.16	12.09	14.35	4.94	2.84	5.68	4.17	3.41	8.19
P2RX2	22953	1.91	1.99	15.68	8.92	2.48	7.82	2.56	49.91	9.56	0	4.31	4.5	17.51	5.06	21.01	8.13	10.88	2.92	7.75	6.06	4.66	25.17	2.58	13.42	7.11	9.56	4.06	4.17	5.54	0	5.23	1.69
SMARCE1	6605	1936.53	1417.35	1963.57	3540.14	1529.73	2739.08	1651	2682.69	2895.31	2796.65	1407.55	1467.37	2133.97	1733.13	2178.83	1721.16	3060.45	1769.57	2956.17	4239.45	2335.28	2104.58	3982.99	2502.97	3467.27	3928.15	1991	1709.26	2537.92	1467.37	1498.22	2400.97
